cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
1293,30,Female,Sao Paolo,Gold,Amazon,3/2/2023
1294,20,Female,Sao Paolo,Silver,Store,12/21/2023
1295,35,Female,Sao Paolo,Silver,Store,4/10/2022
1296,25,Male,Sao Paolo,Gold,MobileApp,8/18/2024
1297,20,Male,Buenos Aires,Silver,Website,2/4/2025
1298,30,Male,Sao Paolo,Gold,Store,1/29/2022
1299,18,Male,Sao Paolo,Silver,Store,6/19/2025
1300,18,Female,Buenos Aires,Gold,Store,10/18/2023
1301,20,Male,Sao Paolo,Gold,MobileApp,10/22/2022
1302,18,Male,Mexico,Gold,MobileApp,7/1/2023
1303,20,Male,Sao Paolo,Gold,Store,7/6/2024
1304,25,Female,Sao Paolo,Gold,MobileApp,4/15/2025
1305,40,Male,Buenos Aires,Silver,Store,6/14/2022
1306,30,Male,Mexico,Silver,MobileApp,4/25/2024
1307,30,Male,Sao Paolo,Silver,Website,5/20/2024
1308,25,Female,Mexico,Silver,MobileApp,11/25/2023
1309,50,Male,Buenos Aires,Gold,Store,3/16/2024
1310,25,Female,Sao Paolo,Silver,Store,7/29/2024
1311,18,Female,Mexico,Silver,MobileApp,4/20/2025
1312,35,Male,Buenos Aires,Gold,Store,5/31/2025
1313,20,Female,Sao Paolo,Silver,Mercado Libre,5/27/2025
1314,25,Male,Mexico,Silver,Website,6/26/2024
1315,30,Female,Mexico,Silver,Store,2/26/2021
1316,45,Male,Mexico,Silver,Website,8/21/2024
1317,30,Male,Sao Paolo,Gold,Store,6/6/2022
1318,35,Male,Sao Paolo,Silver,Website,10/15/2025
1319,60,Male,Mexico,Silver,Mercado Libre,12/27/2021
1320,20,Female,Sao Paolo,Gold,Store,6/14/2024
1321,25,Male,Sao Paolo,Silver,MobileApp,8/22/2021
1322,25,Female,Sao Paolo,Gold,Store,8/11/2021
1323,25,Male,Sao Paolo,Gold,Website,6/28/2025
1324,25,Female,Buenos Aires,Silver,Store,11/23/2021
1325,50,Male,Sao Paolo,Silver,Website,1/27/2024
1326,35,Male,Buenos Aires,Silver,Mercado Libre,6/3/2024
1327,35,Male,Sao Paolo,Gold,Store,10/24/2025
1328,25,Female,Mexico,Silver,Website,4/16/2023
1329,40,Male,Sao Paolo,Silver,Website,5/4/2022
1330,55,Male,Mexico,Gold,Website,4/23/2022
1331,40,Male,Mexico,Silver,Website,9/12/2023
1332,18,Female,Sao Paolo,Silver,Website,9/19/2024
1333,35,Male,Buenos Aires,Gold,Store,3/3/2023
1334,18,Female,Sao Paolo,Silver,Amazon,4/28/2025
1335,25,Male,Mexico,Gold,MobileApp,5/27/2022
1336,18,Female,Buenos Aires,Gold,Store,10/10/2023
1337,35,Female,Buenos Aires,Silver,Store,1/17/2022
1338,35,Male,Buenos Aires,Platinum,MobileApp,12/17/2024
1339,20,Male,Sao Paolo,Silver,Mercado Libre,10/3/2024
1340,25,Male,Sao Paolo,Platinum,Mercado Libre,3/22/2024
1341,30,Male,Sao Paolo,Silver,Amazon,3/28/2022
1342,25,Male,Mexico,Silver,Store,8/6/2024
1343,20,Female,Mexico,Silver,Amazon,10/26/2025
1344,25,Male,Sao Paolo,Silver,Amazon,2/17/2024
1345,40,Female,Mexico,Gold,Store,8/2/2021
1346,18,Male,Sao Paolo,Gold,Store,7/19/2022
1347,18,Female,Sao Paolo,Gold,Website,1/2/2023
1348,25,Male,Mexico,Silver,Website,3/15/2022
1349,50,Male,Sao Paolo,Silver,Store,1/25/2023
1350,35,Male,Buenos Aires,Gold,Store,5/8/2025
1351,35,Male,Sao Paolo,Silver,Store,9/21/2022
1352,25,Male,Mexico,Gold,Store,6/22/2023
1353,30,Female,Sao Paolo,Gold,Store,1/10/2025
1354,18,Female,Sao Paolo,Silver,MobileApp,12/2/2023
1355,35,Male,Mexico,Gold,Store,1/30/2022
1356,50,Male,Buenos Aires,Gold,Amazon,9/4/2021
1357,35,Male,Sao Paolo,Gold,Amazon,6/24/2023
1358,45,Male,Sao Paolo,Silver,Amazon,8/7/2024
1359,35,Male,Mexico,Silver,MobileApp,9/5/2021
1360,20,Female,Sao Paolo,Silver,Store,6/25/2025
1361,50,Female,Buenos Aires,Silver,Store,8/22/2022
1362,18,Female,Mexico,Silver,Store,5/15/2023
1363,30,Male,Sao Paolo,Gold,Mercado Libre,1/12/2025
1364,20,Female,Sao Paolo,Gold,Store,3/25/2021
1365,18,Female,Mexico,Silver,Website,2/12/2023
1366,25,Male,Sao Paolo,Silver,MobileApp,5/29/2024
1367,25,Male,Mexico,Platinum,Amazon,8/17/2025
1368,30,Female,Sao Paolo,Silver,MobileApp,2/20/2021
1369,30,Male,Mexico,Gold,Website,7/4/2022
1370,18,Male,Sao Paolo,Platinum,Website,2/10/2023
1371,20,Male,Buenos Aires,Gold,Website,9/8/2023
1372,30,Female,Sao Paolo,Platinum,Store,4/25/2024
1373,25,Male,Sao Paolo,Gold,Amazon,3/29/2025
1374,35,Female,Buenos Aires,Silver,Website,5/31/2024
1375,35,Female,Sao Paolo,Silver,Store,4/10/2022
1376,40,Female,Sao Paolo,Silver,Amazon,2/23/2022
1377,35,Male,Sao Paolo,Silver,Website,3/28/2021
1378,25,Female,Sao Paolo,Gold,Amazon,9/16/2021
1379,35,Male,Buenos Aires,Silver,Amazon,4/19/2024
1380,25,Male,Mexico,Gold,MobileApp,11/7/2021
1381,25,Male,Sao Paolo,Silver,Store,6/22/2021
1382,40,Male,Mexico,Silver,Store,9/7/2024
1383,25,Female,Mexico,Platinum,Amazon,9/27/2025
1384,40,Male,Buenos Aires,Silver,Amazon,9/25/2024
1385,40,Male,Sao Paolo,Gold,Website,2/28/2025
1386,45,Male,Mexico,Gold,Store,6/22/2024
1387,50,Female,Mexico,Silver,Store,7/29/2023
1388,25,Female,Sao Paolo,Silver,Mercado Libre,5/20/2022
1389,25,Female,Sao Paolo,Silver,Store,11/25/2021
1390,30,Male,Sao Paolo,Gold,Store,7/15/2021
1391,25,Male,Mexico,Gold,Website,3/3/2021
1392,35,Female,Sao Paolo,Silver,Store,11/15/2023
1393,35,Male,Buenos Aires,Gold,Amazon,5/7/2025
1394,35,Male,Sao Paolo,Silver,Store,7/16/2022
1395,25,Female,Mexico,Gold,Store,11/2/2024
1396,20,Male,Buenos Aires,Gold,Website,6/16/2023
1397,25,Female,Mexico,Gold,Website,8/11/2024
1398,20,Male,Buenos Aires,Gold,Store,12/12/2023
1399,45,Male,Buenos Aires,Silver,Website,4/24/2023
1400,25,Male,Sao Paolo,Platinum,Store,2/9/2021
1401,20,Male,Mexico,Silver,Amazon,5/15/2025
1402,18,Female,Sao Paolo,Gold,Store,12/29/2022
1403,35,Female,Mexico,Silver,Mercado Libre,4/2/2022
1404,35,Male,Sao Paolo,Platinum,Website,5/28/2023
1405,25,Male,Mexico,Gold,Store,9/29/2025
1406,18,Female,Mexico,Gold,Store,2/27/2023
1407,25,Female,Sao Paolo,Silver,Website,1/2/2021
1408,25,Male,Sao Paolo,Gold,Store,2/1/2025
1409,35,Male,Buenos Aires,Gold,Store,2/4/2024
1410,35,Male,Sao Paolo,Gold,Store,8/4/2021
1411,25,Female,Sao Paolo,Silver,Website,2/16/2023
1412,20,Female,Sao Paolo,Silver,Website,11/10/2022
1413,60,Male,Buenos Aires,Silver,Store,2/18/2022
1414,30,Female,Buenos Aires,Silver,Website,7/29/2021
1415,35,Male,Mexico,Silver,MobileApp,12/18/2023
1416,20,Male,Buenos Aires,Silver,Store,2/12/2021
1417,30,Male,Sao Paolo,Silver,Amazon,5/18/2021
1418,18,Female,Buenos Aires,Silver,Website,7/3/2025
1419,30,Male,Sao Paolo,Silver,Mercado Libre,2/21/2025
1420,55,Male,Sao Paolo,Platinum,Store,5/3/2025
1421,25,Male,Sao Paolo,Silver,Mercado Libre,9/30/2022
1422,18,Male,Mexico,Silver,Website,4/14/2022
1423,18,Male,Mexico,Silver,Website,12/27/2022
1424,25,Female,Sao Paolo,Gold,Website,7/22/2025
1425,20,Male,Buenos Aires,Platinum,Store,11/13/2024
1426,18,Female,Sao Paolo,Silver,Amazon,5/6/2024
1427,40,Male,Sao Paolo,Silver,Website,7/21/2021
1428,30,Male,Sao Paolo,Platinum,Store,7/11/2021
1429,25,Male,Mexico,Silver,Store,4/17/2021
1430,50,Male,Buenos Aires,Silver,Store,9/26/2025
1431,20,Male,Sao Paolo,Silver,Website,11/23/2021
1432,55,Male,Mexico,Silver,Website,1/20/2023
1433,25,Female,Sao Paolo,Platinum,Website,10/6/2022
1434,45,Female,Mexico,Silver,Store,12/23/2021
1435,35,Male,Buenos Aires,Platinum,Website,8/18/2022
1436,40,Male,Sao Paolo,Platinum,Website,5/16/2022
1437,60,Male,Buenos Aires,Silver,Store,7/31/2024
1438,25,Male,Mexico,Silver,Store,4/13/2022
1439,55,Male,Sao Paolo,Silver,Store,5/23/2022
1440,25,Female,Buenos Aires,Silver,Amazon,10/24/2025
1441,25,Male,Sao Paolo,Silver,MobileApp,4/16/2021
1442,25,Male,Sao Paolo,Gold,Mercado Libre,8/10/2024
1443,30,Male,Sao Paolo,Silver,Store,12/26/2023
1444,20,Male,Sao Paolo,Platinum,Amazon,7/14/2021
1445,30,Female,Buenos Aires,Silver,Website,4/26/2024
1446,30,Male,Mexico,Gold,Website,2/16/2021
1447,40,Male,Buenos Aires,Gold,Store,10/17/2024
1448,40,Female,Sao Paolo,Silver,MobileApp,10/6/2023
1449,25,Male,Sao Paolo,Silver,Amazon,6/21/2022
1450,25,Female,Sao Paolo,Silver,Store,5/21/2025
1451,25,Female,Mexico,Silver,Store,2/19/2025
1452,20,Male,Buenos Aires,Silver,Website,4/27/2023
1453,18,Female,Mexico,Silver,Mercado Libre,5/22/2025
1454,25,Male,Sao Paolo,Silver,MobileApp,12/10/2022
1455,25,Male,Buenos Aires,Platinum,Store,6/23/2024
1456,55,Male,Mexico,Silver,Store,3/19/2023
1457,30,Male,Sao Paolo,Silver,Store,9/4/2022
1458,25,Female,Buenos Aires,Silver,Amazon,4/16/2024
1459,30,Female,Sao Paolo,Silver,MobileApp,4/25/2021
1460,20,Female,Sao Paolo,Silver,Website,11/11/2022
1461,25,Female,Sao Paolo,Platinum,Store,9/23/2022
1462,35,Male,Sao Paolo,Silver,Amazon,4/3/2024
1463,30,Male,Sao Paolo,Silver,Website,8/7/2021
1464,25,Male,Sao Paolo,Silver,Mercado Libre,7/16/2021
1465,60,Male,Sao Paolo,Silver,Website,2/5/2022
1466,45,Male,Mexico,Silver,MobileApp,1/19/2023
1467,35,Female,Buenos Aires,Gold,MobileApp,11/12/2022
1468,30,Male,Mexico,Silver,Store,3/17/2021
1469,35,Male,Sao Paolo,Silver,Mercado Libre,12/20/2024
1470,20,Male,Sao Paolo,Gold,Store,10/14/2021
1471,25,Female,Sao Paolo,Silver,MobileApp,4/18/2025
1472,18,Female,Sao Paolo,Silver,Mercado Libre,8/15/2024
1473,30,Female,Mexico,Platinum,Store,5/11/2023
1474,30,Male,Mexico,Silver,Website,1/12/2023
1475,20,Female,Mexico,Gold,Website,9/27/2025
1476,55,Male,Mexico,Silver,MobileApp,10/21/2021
1477,50,Female,Sao Paolo,Silver,Amazon,3/20/2023
1478,35,Male,Sao Paolo,Silver,Website,6/5/2023
1479,30,Male,Mexico,Silver,MobileApp,1/10/2025
1480,45,Male,Sao Paolo,Silver,Store,2/18/2022
1481,20,Female,Sao Paolo,Silver,Store,3/7/2022
1482,40,Male,Sao Paolo,Gold,Store,6/7/2024
1483,20,Female,Sao Paolo,Gold,Website,1/25/2024
1484,40,Male,Sao Paolo,Silver,Store,1/2/2025
1485,25,Male,Buenos Aires,Silver,Website,6/20/2021
1486,45,Male,Buenos Aires,Gold,Store,9/2/2024
1487,50,Male,Sao Paolo,Gold,MobileApp,6/28/2022
1488,20,Male,Sao Paolo,Silver,Store,2/23/2025
1489,30,Male,Mexico,Gold,Website,11/12/2024
1490,60,Female,Sao Paolo,Silver,Website,9/16/2023
1491,30,Male,Sao Paolo,Silver,Amazon,4/30/2025
1492,45,Female,Sao Paolo,Silver,MobileApp,3/13/2021
1493,30,Female,Sao Paolo,Gold,MobileApp,10/20/2023
1494,25,Female,Mexico,Platinum,Amazon,6/16/2022
1495,25,Male,Buenos Aires,Platinum,Website,8/27/2021
1496,20,Male,Sao Paolo,Silver,Store,12/12/2022
1497,40,Male,Sao Paolo,Platinum,Amazon,7/31/2022
1498,25,Female,Sao Paolo,Silver,MobileApp,9/20/2025
1499,30,Female,Sao Paolo,Silver,Store,1/18/2024
1500,30,Male,Buenos Aires,Silver,MobileApp,12/14/2022
1501,30,Male,Mexico,Silver,Amazon,4/8/2025
1502,45,Female,Mexico,Gold,Mercado Libre,10/4/2022
1503,60,Male,Mexico,Silver,Mercado Libre,3/23/2024
1504,25,Female,Buenos Aires,Platinum,Store,8/13/2022
1505,40,Male,Buenos Aires,Silver,Store,7/9/2021
1506,40,Female,Sao Paolo,Silver,Store,3/23/2023
1507,30,Male,Sao Paolo,Platinum,Store,12/9/2024
1508,55,Male,Mexico,Silver,Amazon,3/23/2024
1509,20,Female,Sao Paolo,Gold,Store,10/12/2023
1510,20,Female,Buenos Aires,Gold,Website,9/17/2022
1511,45,Male,Mexico,Silver,Website,9/24/2024
1512,25,Male,Buenos Aires,Gold,MobileApp,9/21/2022
1513,40,Female,Sao Paolo,Silver,Store,3/21/2025
1514,45,Female,Buenos Aires,Gold,Store,6/8/2023
1515,18,Female,Sao Paolo,Silver,Store,11/25/2023
1516,45,Female,Buenos Aires,Silver,Store,2/23/2023
1517,25,Male,Sao Paolo,Silver,Mercado Libre,11/2/2022
1518,30,Male,Mexico,Silver,MobileApp,12/23/2022
1519,35,Female,Mexico,Gold,Website,6/10/2022
1520,50,Female,Sao Paolo,Platinum,Amazon,6/21/2022
1521,18,Male,Sao Paolo,Gold,Store,4/27/2023
1522,30,Male,Buenos Aires,Silver,MobileApp,5/26/2024
1523,35,Female,Sao Paolo,Platinum,Store,7/1/2024
1524,35,Male,Mexico,Silver,MobileApp,9/23/2023
1525,35,Male,Sao Paolo,Silver,Website,5/11/2024
1526,20,Male,Buenos Aires,Silver,Store,1/30/2024
1527,25,Female,Mexico,Silver,Store,10/16/2024
1528,25,Female,Sao Paolo,Gold,Store,10/1/2025
1529,40,Male,Sao Paolo,Silver,MobileApp,7/3/2023
1530,25,Female,Mexico,Silver,Store,6/27/2021
1531,20,Female,Sao Paolo,Gold,Website,10/3/2021
1532,55,Male,Sao Paolo,Platinum,MobileApp,11/8/2021
1533,18,Female,Mexico,Gold,Website,7/24/2025
1534,60,Male,Sao Paolo,Silver,MobileApp,12/4/2024
1535,35,Male,Sao Paolo,Gold,Store,3/2/2023
1536,40,Male,Mexico,Silver,Website,8/4/2024
1537,25,Male,Sao Paolo,Silver,Amazon,8/4/2025
1538,18,Male,Sao Paolo,Platinum,Website,3/29/2025
1539,35,Female,Sao Paolo,Platinum,Website,11/25/2024
1540,40,Female,Mexico,Gold,MobileApp,5/25/2024
1541,35,Female,Mexico,Silver,Store,11/29/2022
1542,20,Male,Mexico,Gold,MobileApp,2/2/2025
1543,40,Male,Sao Paolo,Platinum,Amazon,1/27/2021
1544,40,Male,Sao Paolo,Silver,Store,7/2/2023
1545,35,Male,Sao Paolo,Silver,Amazon,10/20/2025
1546,40,Male,Sao Paolo,Gold,Store,2/26/2022
1547,40,Female,Buenos Aires,Silver,Website,11/4/2023
1548,35,Female,Sao Paolo,Platinum,Amazon,5/16/2022
1549,18,Male,Sao Paolo,Silver,MobileApp,8/5/2025
1550,30,Male,Sao Paolo,Gold,Amazon,6/27/2023
1551,18,Female,Mexico,Gold,Amazon,11/21/2021
1552,25,Male,Mexico,Silver,Store,9/9/2024
1553,25,Female,Mexico,Gold,Website,5/10/2025
1554,18,Female,Buenos Aires,Silver,Store,9/23/2025
1555,25,Female,Sao Paolo,Silver,Store,10/12/2021
1556,20,Male,Sao Paolo,Silver,Store,1/18/2024
1557,40,Female,Sao Paolo,Silver,MobileApp,12/5/2023
1558,50,Male,Mexico,Gold,Website,7/26/2025
1559,18,Female,Mexico,Platinum,MobileApp,5/13/2022
1560,55,Male,Mexico,Silver,MobileApp,7/1/2023
1561,30,Male,Mexico,Silver,Store,3/2/2025
1562,25,Male,Mexico,Silver,Website,5/21/2025
1563,18,Male,Buenos Aires,Gold,Store,8/11/2025
1564,30,Female,Mexico,Platinum,Website,5/25/2021
1565,40,Female,Mexico,Gold,MobileApp,8/6/2023
1566,35,Female,Sao Paolo,Gold,Website,3/22/2025
1567,18,Male,Mexico,Silver,Amazon,3/23/2021
1568,18,Female,Buenos Aires,Silver,MobileApp,9/7/2023
1569,25,Male,Sao Paolo,Gold,Website,7/17/2025
1570,25,Female,Mexico,Gold,MobileApp,4/5/2024
1571,20,Female,Mexico,Gold,Store,2/3/2024
1572,25,Male,Sao Paolo,Gold,Store,5/3/2022
1573,40,Female,Mexico,Gold,Store,8/26/2024
1574,50,Male,Sao Paolo,Gold,Store,3/23/2021
1575,25,Male,Buenos Aires,Platinum,Store,4/4/2021
1576,50,Male,Buenos Aires,Platinum,Mercado Libre,9/6/2024
1577,25,Male,Sao Paolo,Silver,Website,12/9/2021
1578,30,Female,Sao Paolo,Silver,Website,3/8/2023
1579,20,Male,Mexico,Silver,Store,12/27/2021
1580,35,Male,Sao Paolo,Gold,Store,12/26/2023
1581,55,Female,Sao Paolo,Silver,Store,9/16/2022
1582,35,Female,Mexico,Silver,Website,5/18/2023
1583,25,Female,Sao Paolo,Silver,Website,3/5/2022
1584,35,Female,Sao Paolo,Gold,Website,11/25/2024
1585,20,Female,Buenos Aires,Silver,Website,6/20/2021
1586,45,Male,Buenos Aires,Silver,MobileApp,8/1/2022
1587,30,Male,Mexico,Silver,Store,3/9/2021
1588,25,Male,Buenos Aires,Gold,MobileApp,2/24/2025
1589,30,Male,Sao Paolo,Silver,Website,11/24/2023
1590,35,Female,Sao Paolo,Silver,Website,1/1/2021
1591,18,Male,Sao Paolo,Gold,Store,5/31/2021
1592,35,Female,Mexico,Silver,Store,6/21/2023
1593,20,Male,Buenos Aires,Silver,Store,9/15/2021
1594,35,Male,Mexico,Gold,Mercado Libre,1/20/2023
1595,40,Male,Buenos Aires,Silver,Website,9/20/2022
1596,40,Female,Mexico,Gold,Mercado Libre,5/31/2025
1597,30,Female,Sao Paolo,Silver,Website,3/6/2023
1598,30,Female,Sao Paolo,Silver,Store,1/19/2021
1599,20,Male,Sao Paolo,Gold,Website,2/4/2021
1600,40,Female,Sao Paolo,Gold,Store,1/6/2022
1601,25,Male,Mexico,Silver,Amazon,5/6/2022
1602,30,Male,Sao Paolo,Silver,MobileApp,3/28/2023
1603,25,Female,Mexico,Gold,MobileApp,6/18/2024
1604,20,Male,Mexico,Gold,Website,1/7/2021
1605,35,Female,Sao Paolo,Silver,Website,7/3/2022
1606,18,Male,Sao Paolo,Gold,Mercado Libre,1/6/2022
1607,35,Female,Sao Paolo,Silver,Store,8/16/2025
1608,25,Female,Sao Paolo,Silver,MobileApp,1/27/2023
1609,18,Male,Buenos Aires,Silver,Website,6/27/2024
1610,30,Female,Sao Paolo,Silver,Mercado Libre,2/13/2024
1611,18,Male,Mexico,Silver,MobileApp,4/26/2025
1612,25,Female,Buenos Aires,Silver,Mercado Libre,9/22/2024
1613,35,Male,Buenos Aires,Silver,Website,7/28/2022
1614,18,Male,Buenos Aires,Silver,Store,11/12/2022
1615,40,Male,Sao Paolo,Silver,Website,3/11/2024
1616,18,Male,Sao Paolo,Silver,MobileApp,2/17/2025
1617,20,Female,Sao Paolo,Gold,MobileApp,1/1/2025
1618,35,Male,Sao Paolo,Silver,Store,3/29/2021
1619,25,Male,Buenos Aires,Gold,Website,4/8/2022
1620,20,Male,Mexico,Silver,Store,12/8/2023
1621,25,Male,Sao Paolo,Silver,Amazon,4/26/2022
1622,25,Female,Sao Paolo,Silver,Store,4/3/2023
1623,40,Female,Sao Paolo,Platinum,Website,6/8/2022
1624,25,Male,Mexico,Silver,Store,7/30/2021
1625,40,Female,Mexico,Silver,Store,9/1/2021
1626,45,Female,Buenos Aires,Gold,Amazon,8/27/2021
1627,25,Male,Buenos Aires,Platinum,Store,5/5/2024
1628,50,Female,Sao Paolo,Platinum,Store,2/8/2023
1629,25,Male,Sao Paolo,Silver,Store,8/23/2021
1630,55,Female,Sao Paolo,Silver,Website,7/6/2021
1631,18,Female,Sao Paolo,Gold,Website,12/14/2022
1632,35,Male,Buenos Aires,Silver,Store,6/27/2025
1633,30,Female,Mexico,Gold,Website,8/6/2024
1634,25,Female,Mexico,Gold,Store,5/29/2024
1635,35,Male,Sao Paolo,Gold,Amazon,5/12/2022
1636,35,Female,Sao Paolo,Silver,MobileApp,2/28/2025
1637,18,Male,Sao Paolo,Silver,Mercado Libre,8/18/2024
1638,20,Female,Mexico,Gold,Amazon,7/6/2021
1639,35,Female,Mexico,Silver,Store,1/13/2025
1640,35,Male,Sao Paolo,Silver,Store,12/6/2024
1641,55,Male,Mexico,Silver,MobileApp,6/23/2025
1642,40,Female,Buenos Aires,Silver,Store,7/25/2023
1643,55,Male,Sao Paolo,Silver,Store,6/22/2024
1644,35,Male,Mexico,Gold,Store,11/9/2021
1645,25,Male,Sao Paolo,Silver,Website,3/30/2023
1646,20,Male,Mexico,Silver,Website,2/28/2025
1647,40,Male,Mexico,Silver,Store,1/22/2021
1648,35,Male,Buenos Aires,Silver,Store,3/9/2021
1649,18,Male,Sao Paolo,Platinum,MobileApp,1/27/2022
1650,25,Female,Sao Paolo,Gold,Store,9/1/2024
1651,55,Male,Sao Paolo,Silver,Mercado Libre,12/25/2023
1652,30,Male,Sao Paolo,Gold,Store,12/30/2022
1653,25,Male,Mexico,Silver,Website,6/25/2022
1654,30,Female,Buenos Aires,Platinum,Store,9/25/2025
1655,20,Male,Sao Paolo,Silver,Store,7/22/2022
1656,25,Male,Sao Paolo,Silver,Website,6/19/2023
1657,25,Male,Sao Paolo,Silver,Website,7/31/2021
1658,18,Female,Sao Paolo,Gold,Amazon,7/19/2021
1659,40,Female,Sao Paolo,Silver,MobileApp,9/14/2023
1660,25,Female,Sao Paolo,Gold,Store,6/27/2021
1661,40,Female,Mexico,Silver,Store,12/17/2024
1662,45,Female,Sao Paolo,Platinum,Store,7/20/2023
1663,20,Male,Mexico,Silver,Store,8/16/2025
1664,35,Female,Mexico,Platinum,Website,1/25/2025
1665,30,Male,Sao Paolo,Silver,Mercado Libre,2/13/2021
1666,45,Female,Mexico,Silver,Website,12/25/2024
1667,20,Female,Mexico,Platinum,MobileApp,6/17/2021
1668,35,Male,Mexico,Platinum,Website,10/14/2021
1669,35,Male,Sao Paolo,Gold,MobileApp,12/10/2022
1670,25,Male,Sao Paolo,Silver,Store,12/3/2021
1671,20,Female,Buenos Aires,Silver,MobileApp,8/9/2022
1672,35,Female,Mexico,Silver,Amazon,4/9/2024
1673,35,Female,Sao Paolo,Silver,Store,7/2/2021
1674,25,Male,Sao Paolo,Silver,Store,1/16/2021
1675,35,Female,Sao Paolo,Silver,Mercado Libre,2/28/2025
1676,25,Female,Sao Paolo,Gold,MobileApp,5/23/2025
1677,35,Female,Mexico,Gold,Store,6/6/2023
1678,20,Male,Sao Paolo,Silver,Website,4/17/2023
1679,45,Male,Sao Paolo,Silver,Store,4/27/2025
1680,25,Female,Mexico,Silver,Website,4/20/2021
1681,25,Female,Sao Paolo,Gold,Store,4/26/2025
1682,18,Female,Mexico,Silver,Store,11/2/2021
1683,20,Male,Mexico,Gold,Website,9/7/2023
1684,30,Male,Sao Paolo,Silver,MobileApp,1/6/2021
1685,25,Female,Mexico,Silver,Amazon,4/23/2023
1686,40,Male,Mexico,Gold,Store,9/13/2025
1687,18,Female,Sao Paolo,Gold,MobileApp,7/20/2024
1688,25,Male,Sao Paolo,Silver,Store,12/27/2021
1689,25,Male,Mexico,Silver,Store,4/23/2024
1690,18,Female,Buenos Aires,Platinum,Amazon,10/18/2022
1691,20,Female,Mexico,Silver,Website,1/29/2024
1692,25,Male,Sao Paolo,Gold,Store,1/19/2024
1693,30,Male,Mexico,Gold,Store,9/11/2023
1694,25,Female,Sao Paolo,Gold,Website,6/23/2024
1695,30,Male,Mexico,Silver,MobileApp,6/16/2024
1696,30,Female,Mexico,Silver,Mercado Libre,12/25/2022
1697,18,Male,Mexico,Platinum,MobileApp,1/10/2024
1698,30,Female,Buenos Aires,Silver,Amazon,4/25/2021
1699,55,Female,Mexico,Silver,MobileApp,10/3/2021
1700,30,Female,Mexico,Gold,Amazon,3/21/2021
1701,35,Male,Sao Paolo,Silver,Store,5/11/2025
1702,25,Female,Buenos Aires,Gold,Amazon,6/28/2021
1703,40,Male,Buenos Aires,Gold,Store,8/25/2024
1704,40,Male,Sao Paolo,Gold,Amazon,7/15/2022
1705,30,Female,Sao Paolo,Gold,Store,5/24/2022
1706,55,Female,Sao Paolo,Silver,MobileApp,9/17/2021
1707,20,Female,Mexico,Silver,MobileApp,10/19/2021
1708,18,Male,Mexico,Gold,Mercado Libre,6/4/2023
1709,40,Male,Sao Paolo,Silver,MobileApp,10/18/2021
1710,40,Male,Buenos Aires,Platinum,Store,6/26/2022
1711,20,Female,Sao Paolo,Gold,Website,2/3/2023
1712,25,Female,Mexico,Silver,Store,12/23/2023
1713,18,Male,Sao Paolo,Gold,Store,8/17/2022
1714,25,Female,Sao Paolo,Silver,Store,11/29/2024
1715,40,Male,Sao Paolo,Silver,Store,8/6/2023
1716,30,Male,Sao Paolo,Gold,Website,4/25/2022
1717,25,Male,Mexico,Gold,Amazon,9/10/2024
1718,25,Male,Mexico,Silver,Amazon,1/16/2022
1719,18,Male,Sao Paolo,Silver,Store,9/1/2025
1720,25,Female,Sao Paolo,Silver,Store,11/6/2021
1721,35,Male,Sao Paolo,Silver,Store,9/28/2024
1722,55,Female,Mexico,Silver,Store,8/21/2025
1723,40,Male,Mexico,Silver,Store,2/7/2025
1724,18,Female,Sao Paolo,Gold,Store,12/16/2023
1725,45,Female,Mexico,Platinum,Website,4/27/2023
1726,40,Female,Sao Paolo,Silver,Website,3/1/2022
1727,40,Male,Buenos Aires,Silver,Website,3/11/2024
1728,30,Female,Buenos Aires,Gold,Store,10/23/2022
1729,25,Female,Mexico,Gold,MobileApp,10/31/2024
1730,25,Male,Buenos Aires,Platinum,MobileApp,8/14/2021
1731,18,Male,Buenos Aires,Silver,Store,2/6/2025
1732,20,Male,Buenos Aires,Silver,Store,1/25/2021
1733,20,Female,Mexico,Silver,Store,9/10/2025
1734,30,Male,Sao Paolo,Gold,Store,10/20/2024
1735,35,Male,Sao Paolo,Silver,Website,4/5/2021
1736,30,Male,Sao Paolo,Silver,Store,5/23/2022
1737,18,Male,Mexico,Silver,Website,7/19/2022
1738,55,Female,Sao Paolo,Silver,Store,5/25/2025
1739,50,Male,Sao Paolo,Gold,MobileApp,4/14/2024
1740,40,Female,Sao Paolo,Silver,Store,10/6/2022
1741,60,Female,Sao Paolo,Gold,Website,12/2/2024
1742,30,Male,Mexico,Silver,Store,5/5/2022
1743,55,Female,Buenos Aires,Silver,Store,4/4/2022
1744,18,Male,Mexico,Silver,Amazon,12/7/2024
1745,25,Female,Mexico,Silver,Website,6/20/2023
1746,20,Male,Mexico,Silver,Store,12/4/2021
1747,20,Female,Sao Paolo,Gold,Website,8/21/2023
1748,20,Male,Sao Paolo,Gold,Website,9/16/2024
1749,35,Male,Buenos Aires,Silver,Website,5/21/2024
1750,40,Female,Sao Paolo,Silver,Store,10/13/2025
1751,30,Male,Sao Paolo,Platinum,Amazon,12/11/2021
1752,20,Female,Mexico,Silver,Store,7/30/2022
1753,40,Male,Sao Paolo,Silver,Store,4/20/2025
1754,35,Female,Sao Paolo,Silver,Store,3/28/2025
